date;state_id;state_name;age_group;gender;vaccine;vaccination;vaccinations_administered_cumulative
2023-05-17T23:59:59+02:00;0;NoState;00-11;Male;BioNTechPfizer;2;476
2023-05-17T23:59:59+02:00;0;NoState;00-11;Male;BioNTechPfizer;3;79
2023-05-17T23:59:59+02:00;0;NoState;00-11;Male;BioNTechPfizer;4+;1
2023-05-17T23:59:59+02:00;0;NoState;00-11;Male;Janssen;1;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Male;Janssen;2;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Male;Janssen;3;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Male;Janssen;4+;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Male;Moderna;1;1
2023-05-17T23:59:59+02:00;0;NoState;00-11;Male;Moderna;2;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Male;Moderna;3;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Male;Moderna;4+;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Male;Novavax;1;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Male;Novavax;2;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Male;Novavax;3;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Male;Novavax;4+;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Male;Sanofi Pasteur;1;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Male;Sanofi Pasteur;2;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Male;Sanofi Pasteur;3;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Male;Sanofi Pasteur;4+;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Male;Valneva;1;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Male;Valneva;2;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Male;Valneva;3;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Male;Valneva;4+;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Other;AstraZeneca;1;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Other;AstraZeneca;2;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Other;AstraZeneca;3;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Other;AstraZeneca;4+;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Other;BioNTechPfizer;1;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Other;BioNTechPfizer;2;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Other;BioNTechPfizer;3;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Other;BioNTechPfizer;4+;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Other;Janssen;1;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Other;Janssen;2;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Other;Janssen;3;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Other;Janssen;4+;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Other;Moderna;1;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Other;Moderna;2;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Other;Moderna;3;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Other;Moderna;4+;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Other;Novavax;1;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Other;Novavax;2;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Other;Novavax;3;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Other;Novavax;4+;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Other;Sanofi Pasteur;1;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Other;Sanofi Pasteur;2;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Other;Sanofi Pasteur;3;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Other;Sanofi Pasteur;4+;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Other;Valneva;1;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Other;Valneva;2;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Other;Valneva;3;0
2023-05-17T23:59:59+02:00;0;NoState;00-11;Other;Valneva;4+;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Female;AstraZeneca;1;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Female;AstraZeneca;2;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Female;AstraZeneca;3;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Female;AstraZeneca;4+;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Female;BioNTechPfizer;1;458
2023-05-17T23:59:59+02:00;0;NoState;12-14;Female;BioNTechPfizer;2;374
2023-05-17T23:59:59+02:00;0;NoState;12-14;Female;BioNTechPfizer;3;118
2023-05-17T23:59:59+02:00;0;NoState;12-14;Female;BioNTechPfizer;4+;6
2023-05-17T23:59:59+02:00;0;NoState;12-14;Female;Janssen;1;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Female;Janssen;2;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Female;Janssen;3;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Female;Janssen;4+;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Female;Moderna;1;4
2023-05-17T23:59:59+02:00;0;NoState;12-14;Female;Moderna;2;3
2023-05-17T23:59:59+02:00;0;NoState;12-14;Female;Moderna;3;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Female;Moderna;4+;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Female;Novavax;1;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Female;Novavax;2;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Female;Novavax;3;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Female;Novavax;4+;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Female;Sanofi Pasteur;1;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Female;Sanofi Pasteur;2;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Female;Sanofi Pasteur;3;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Female;Sanofi Pasteur;4+;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Female;Valneva;1;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Female;Valneva;2;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Female;Valneva;3;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Female;Valneva;4+;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Male;AstraZeneca;1;1
2023-05-17T23:59:59+02:00;0;NoState;12-14;Male;AstraZeneca;2;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Male;AstraZeneca;3;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Male;AstraZeneca;4+;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Male;BioNTechPfizer;1;446
2023-05-17T23:59:59+02:00;0;NoState;12-14;Male;BioNTechPfizer;2;373
2023-05-17T23:59:59+02:00;0;NoState;12-14;Male;BioNTechPfizer;3;117
2023-05-17T23:59:59+02:00;0;NoState;12-14;Male;BioNTechPfizer;4+;12
2023-05-17T23:59:59+02:00;0;NoState;12-14;Male;Janssen;1;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Male;Janssen;2;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Male;Janssen;3;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Male;Janssen;4+;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Male;Moderna;1;2
2023-05-17T23:59:59+02:00;0;NoState;12-14;Male;Moderna;2;1
2023-05-17T23:59:59+02:00;0;NoState;12-14;Male;Moderna;3;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Male;Moderna;4+;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Male;Novavax;1;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Male;Novavax;2;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Male;Novavax;3;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Male;Novavax;4+;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Male;Sanofi Pasteur;1;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Male;Sanofi Pasteur;2;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Male;Sanofi Pasteur;3;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Male;Sanofi Pasteur;4+;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Male;Valneva;1;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Male;Valneva;2;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Male;Valneva;3;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Male;Valneva;4+;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Other;AstraZeneca;1;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Other;AstraZeneca;2;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Other;AstraZeneca;3;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Other;AstraZeneca;4+;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Other;BioNTechPfizer;1;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Other;BioNTechPfizer;2;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Other;BioNTechPfizer;3;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Other;BioNTechPfizer;4+;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Other;Janssen;1;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Other;Janssen;2;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Other;Janssen;3;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Other;Janssen;4+;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Other;Moderna;1;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Other;Moderna;2;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Other;Moderna;3;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Other;Moderna;4+;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Other;Novavax;1;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Other;Novavax;2;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Other;Novavax;3;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Other;Novavax;4+;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Other;Sanofi Pasteur;1;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Other;Sanofi Pasteur;2;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Other;Sanofi Pasteur;3;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Other;Sanofi Pasteur;4+;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Other;Valneva;1;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Other;Valneva;2;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Other;Valneva;3;0
2023-05-17T23:59:59+02:00;0;NoState;12-14;Other;Valneva;4+;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Female;AstraZeneca;1;349
2023-05-17T23:59:59+02:00;0;NoState;15-24;Female;AstraZeneca;2;283
2023-05-17T23:59:59+02:00;0;NoState;15-24;Female;AstraZeneca;3;4
2023-05-17T23:59:59+02:00;0;NoState;15-24;Female;AstraZeneca;4+;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Female;BioNTechPfizer;1;5780
2023-05-17T23:59:59+02:00;0;NoState;15-24;Female;BioNTechPfizer;2;4905
2023-05-17T23:59:59+02:00;0;NoState;15-24;Female;BioNTechPfizer;3;2671
2023-05-17T23:59:59+02:00;0;NoState;15-24;Female;BioNTechPfizer;4+;147
2023-05-17T23:59:59+02:00;0;NoState;15-24;Female;Janssen;1;827
2023-05-17T23:59:59+02:00;0;NoState;15-24;Female;Janssen;2;12
2023-05-17T23:59:59+02:00;0;NoState;15-24;Female;Janssen;3;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Female;Janssen;4+;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Female;Moderna;1;441
2023-05-17T23:59:59+02:00;0;NoState;15-24;Female;Moderna;2;411
2023-05-17T23:59:59+02:00;0;NoState;15-24;Female;Moderna;3;38
2023-05-17T23:59:59+02:00;0;NoState;15-24;Female;Moderna;4+;2
2023-05-17T23:59:59+02:00;0;NoState;15-24;Female;Novavax;1;7
2023-05-17T23:59:59+02:00;0;NoState;15-24;Female;Novavax;2;3
2023-05-17T23:59:59+02:00;0;NoState;15-24;Female;Novavax;3;3
2023-05-17T23:59:59+02:00;0;NoState;15-24;Female;Novavax;4+;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Female;Sanofi Pasteur;1;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Female;Sanofi Pasteur;2;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Female;Sanofi Pasteur;3;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Female;Sanofi Pasteur;4+;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Female;Valneva;1;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Female;Valneva;2;1
2023-05-17T23:59:59+02:00;0;NoState;15-24;Female;Valneva;3;1
2023-05-17T23:59:59+02:00;0;NoState;15-24;Female;Valneva;4+;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Male;AstraZeneca;1;257
2023-05-17T23:59:59+02:00;0;NoState;15-24;Male;AstraZeneca;2;196
2023-05-17T23:59:59+02:00;0;NoState;15-24;Male;AstraZeneca;3;2
2023-05-17T23:59:59+02:00;0;NoState;15-24;Male;AstraZeneca;4+;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Male;BioNTechPfizer;1;6301
2023-05-17T23:59:59+02:00;0;NoState;15-24;Male;BioNTechPfizer;2;5447
2023-05-17T23:59:59+02:00;0;NoState;15-24;Male;BioNTechPfizer;3;2248
2023-05-17T23:59:59+02:00;0;NoState;15-24;Male;BioNTechPfizer;4+;116
2023-05-17T23:59:59+02:00;0;NoState;15-24;Male;Janssen;1;1218
2023-05-17T23:59:59+02:00;0;NoState;15-24;Male;Janssen;2;30
2023-05-17T23:59:59+02:00;0;NoState;15-24;Male;Janssen;3;1
2023-05-17T23:59:59+02:00;0;NoState;15-24;Male;Janssen;4+;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Male;Moderna;1;445
2023-05-17T23:59:59+02:00;0;NoState;15-24;Male;Moderna;2;367
2023-05-17T23:59:59+02:00;0;NoState;15-24;Male;Moderna;3;38
2023-05-17T23:59:59+02:00;0;NoState;15-24;Male;Moderna;4+;2
2023-05-17T23:59:59+02:00;0;NoState;15-24;Male;Novavax;1;2
2023-05-17T23:59:59+02:00;0;NoState;15-24;Male;Novavax;2;3
2023-05-17T23:59:59+02:00;0;NoState;15-24;Male;Novavax;3;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Male;Novavax;4+;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Male;Sanofi Pasteur;1;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Male;Sanofi Pasteur;2;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Male;Sanofi Pasteur;3;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Male;Sanofi Pasteur;4+;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Male;Valneva;1;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Male;Valneva;2;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Male;Valneva;3;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Male;Valneva;4+;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Other;AstraZeneca;1;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Other;AstraZeneca;2;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Other;AstraZeneca;3;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Other;AstraZeneca;4+;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Other;BioNTechPfizer;1;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Other;BioNTechPfizer;2;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Other;BioNTechPfizer;3;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Other;BioNTechPfizer;4+;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Other;Janssen;1;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Other;Janssen;2;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Other;Janssen;3;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Other;Janssen;4+;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Other;Moderna;1;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Other;Moderna;2;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Other;Moderna;3;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Other;Moderna;4+;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Other;Novavax;1;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Other;Novavax;2;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Other;Novavax;3;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Other;Novavax;4+;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Other;Sanofi Pasteur;1;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Other;Sanofi Pasteur;2;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Other;Sanofi Pasteur;3;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Other;Sanofi Pasteur;4+;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Other;Valneva;1;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Other;Valneva;2;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Other;Valneva;3;0
2023-05-17T23:59:59+02:00;0;NoState;15-24;Other;Valneva;4+;0
2023-05-17T23:59:59+02:00;0;NoState;25-34;Female;AstraZeneca;1;1178
2023-05-17T23:59:59+02:00;0;NoState;25-34;Female;AstraZeneca;2;983
2023-05-17T23:59:59+02:00;0;NoState;25-34;Female;AstraZeneca;3;3
2023-05-17T23:59:59+02:00;0;NoState;25-34;Female;AstraZeneca;4+;0
2023-05-17T23:59:59+02:00;0;NoState;25-34;Female;BioNTechPfizer;1;11292
2023-05-17T23:59:59+02:00;0;NoState;25-34;Female;BioNTechPfizer;2;10558
2023-05-17T23:59:59+02:00;0;NoState;25-34;Female;BioNTechPfizer;3;6240
2023-05-17T23:59:59+02:00;0;NoState;25-34;Female;BioNTechPfizer;4+;430
2023-05-17T23:59:59+02:00;0;NoState;25-34;Female;Janssen;1;1918
2023-05-17T23:59:59+02:00;0;NoState;25-34;Female;Janssen;2;37
2023-05-17T23:59:59+02:00;0;NoState;25-34;Female;Janssen;3;0
2023-05-17T23:59:59+02:00;0;NoState;25-34;Female;Janssen;4+;0
2023-05-17T23:59:59+02:00;0;NoState;25-34;Female;Moderna;1;1152
2023-05-17T23:59:59+02:00;0;NoState;25-34;Female;Moderna;2;1126
2023-05-17T23:59:59+02:00;0;NoState;25-34;Female;Moderna;3;296
2023-05-17T23:59:59+02:00;0;NoState;25-34;Female;Moderna;4+;5
2023-05-17T23:59:59+02:00;0;NoState;25-34;Female;Novavax;1;9
2023-05-17T23:59:59+02:00;0;NoState;25-34;Female;Novavax;2;9
2023-05-17T23:59:59+02:00;0;NoState;25-34;Female;Novavax;3;5
2023-05-17T23:59:59+02:00;0;NoState;25-34;Female;Novavax;4+;0
2023-05-17T23:59:59+02:00;0;NoState;25-34;Female;Sanofi Pasteur;1;0
2023-05-17T23:59:59+02:00;0;NoState;25-34;Female;Sanofi Pasteur;2;0
2023-05-17T23:59:59+02:00;0;NoState;25-34;Female;Sanofi Pasteur;3;0
2023-05-17T23:59:59+02:00;0;NoState;25-34;Female;Sanofi Pasteur;4+;0
2023-05-17T23:59:59+02:00;0;NoState;25-34;Female;Valneva;1;1
2023-05-17T23:59:59+02:00;0;NoState;25-34;Female;Valneva;2;1
2023-05-17T23:59:59+02:00;0;NoState;25-34;Female;Valneva;3;1
2023-05-17T23:59:59+02:00;0;NoState;25-34;Female;Valneva;4+;0
2023-05-17T23:59:59+02:00;0;NoState;25-34;Male;AstraZeneca;1;1105
2023-05-17T23:59:59+02:00;0;NoState;25-34;Male;AstraZeneca;2;878
2023-05-17T23:59:59+02:00;0;NoState;25-34;Male;AstraZeneca;3;5
2023-05-17T23:59:59+02:00;0;NoState;25-34;Male;AstraZeneca;4+;0
2023-05-17T23:59:59+02:00;0;NoState;25-34;Male;BioNTechPfizer;1;14906
2023-05-17T23:59:59+02:00;0;NoState;25-34;Male;BioNTechPfizer;2;14105
2023-05-17T23:59:59+02:00;0;NoState;25-34;Male;BioNTechPfizer;3;6852
2023-05-17T23:59:59+02:00;0;NoState;25-34;Male;BioNTechPfizer;4+;406
2023-05-17T23:59:59+02:00;0;NoState;25-34;Male;Janssen;1;3407
2023-05-17T23:59:59+02:00;0;NoState;25-34;Male;Janssen;2;80
2023-05-17T23:59:59+02:00;0;NoState;25-34;Male;Janssen;3;4
2023-05-17T23:59:59+02:00;0;NoState;25-34;Male;Janssen;4+;0
2023-05-17T23:59:59+02:00;0;NoState;25-34;Male;Moderna;1;1664
2023-05-17T23:59:59+02:00;0;NoState;25-34;Male;Moderna;2;1565
2023-05-17T23:59:59+02:00;0;NoState;25-34;Male;Moderna;3;395
2023-05-17T23:59:59+02:00;0;NoState;25-34;Male;Moderna;4+;19
2023-05-17T23:59:59+02:00;0;NoState;25-34;Male;Novavax;1;21
2023-05-17T23:59:59+02:00;0;NoState;25-34;Male;Novavax;2;16
2023-05-17T23:59:59+02:00;0;NoState;25-34;Male;Novavax;3;4
2023-05-17T23:59:59+02:00;0;NoState;25-34;Male;Novavax;4+;0
2023-05-17T23:59:59+02:00;0;NoState;25-34;Male;Sanofi Pasteur;1;0
2023-05-17T23:59:59+02:00;0;NoState;25-34;Male;Sanofi Pasteur;2;0
2023-05-17T23:59:59+02:00;0;NoState;25-34;Male;Sanofi Pasteur;3;0
2023-05-17T23:59:59+02:00;0;NoState;25-34;Male;Sanofi Pasteur;4+;0
2023-05-17T23:59:59+02:00;0;NoState;25-34;Male;Valneva;1;2
2023-05-17T23:59:59+02:00;0;NoState;25-34;Male;Valneva;2;2
2023-05-17T23:59:59+02:00;0;NoState;25-34;Male;Valneva;3;0
2023-05-17T23:59:59+02:00;0;NoState;25-34;Male;Valneva;4+;0
2023-05-17T23:59:59+02:00;0;NoState;25-34;Other;AstraZeneca;1;0
2023-05-17T23:59:59+02:00;0;NoState;25-34;Other;AstraZeneca;2;0
2023-05-17T23:59:59+02:00;0;NoState;25-34;Other;AstraZeneca;3;0
2023-05-17T23:59:59+02:00;0;NoState;25-34;Other;AstraZeneca;4+;0
2023-05-17T23:59:59+02:00;0;NoState;25-34;Other;BioNTechPfizer;1;9
2023-05-17T23:59:59+02:00;0;NoState;25-34;Other;BioNTechPfizer;2;9
2023-05-17T23:59:59+02:00;0;NoState;25-34;Other;BioNTechPfizer;3;3
2023-05-17T23:59:59+02:00;0;NoState;25-34;Other;BioNTechPfizer;4+;1
2023-05-17T23:59:59+02:00;0;NoState;25-34;Other;Janssen;1;2
2023-05-17T23:59:59+02:00;0;NoState;25-34;Other;Janssen;2;0
2023-05-17T23:59:59+02:00;0;NoState;25-34;Other;Janssen;3;0
2023-05-17T23:59:59+02:00;0;NoState;25-34;Other;Janssen;4+;0
2023-05-17T23:59:59+02:00;0;NoState;25-34;Other;Moderna;1;0
2023-05-17T23:59:59+02:00;0;NoState;25-34;Other;Moderna;2;0
2023-05-17T23:59:59+02:00;0;NoState;25-34;Other;Moderna;3;0
2023-05-17T23:59:59+02:00;0;NoState;25-34;Other;Moderna;4+;0
2023-05-17T23:59:59+02:00;0;NoState;25-34;Other;Novavax;1;0
2023-05-17T23:59:59+02:00;0;NoState;25-34;Other;Novavax;2;0
2023-05-17T23:59:59+02:00;0;NoState;25-34;Other;Novavax;3;0
2023-05-17T23:59:59+02:00;0;NoState;25-34;Other;Novavax;4+;0
2023-05-17T23:59:59+02:00;0;NoState;25-34;Other;Sanofi Pasteur;1;0
2023-05-17T23:59:59+02:00;0;NoState;25-34;Other;Sanofi Pasteur;2;0
2023-05-17T23:59:59+02:00;0;NoState;25-34;Other;Sanofi Pasteur;3;0
2023-05-17T23:59:59+02:00;0;NoState;25-34;Other;Sanofi Pasteur;4+;0
2023-05-17T23:59:59+02:00;0;NoState;25-34;Other;Valneva;1;0
2023-05-17T23:59:59+02:00;0;NoState;25-34;Other;Valneva;2;0
2023-05-17T23:59:59+02:00;0;NoState;25-34;Other;Valneva;3;0
2023-05-17T23:59:59+02:00;0;NoState;25-34;Other;Valneva;4+;0
